"ISF Digital Object Identifier"|"Photograph Identification Number"|"Thumbnail Header"|"Photo Descriptive Title"|"Photograph Description"|"Ancient Text Represented "|"ISF Assigned Text Number"|"Text Division"|"Text Sub-Division"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Type of Item Catalogued"|"Photo Text or Publication Number Note"|"Date of Photograph"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Photographer"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Is Part Of WSR Project"|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number "|"Photo Museum Accession Number Note"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Collaborator"|"Photo Dimensions"|"Magnification Code"|"Film Type Code"|"Date of Digital Conversion"|"Digital Object Format"|"Archival File Size"|"Archival File Resolution"|"Compressed Format Extension"|"Compression Ratio"|"Compression Routine"|"Digital Object Type Note"|"Digitization Equipment Specs"|"Rights Digital Object"|"Rights Photograph"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"ISF Find Site"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"
"ISF_DO_00028"|"AT_87_B32_V_T"|"BM 47.218.32 V"|"BM 47.218.32 Verso"|"BM 47.218.32 Verso"|"TAD B3.7"|"ISF_TXT_00058"|||||||||||||"image"|"TAD B3.7; Kraeling 6 "|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.32"|||||||||||||||||||||||||"BM 47.218.32"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00029"|"AT_87_B88_R_T"|"BM 47.218.88 R"|"BM 47.218.88 Recto "|"BM 47.218.88 Recto "|"TAD B3.11"|"ISF_TXT_00050"|||||||||||||"image"|"TAD B3.11; Kraeling 10"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.88"|||||||||||||||||||||||||"BM 47.218.88"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00030"|"AT_87_B88_RD_T"|"BM 47.218.88 dt"|"BM 47.218.88 Detail"|"BM 47.218.88 Detail"|"TAD B3.11"|"ISF_TXT_00050"|||||||||||||"image"|"TAD B3.11; Kraeling 10"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.88"|||||||||||||||||||||||||"BM 47.218.88"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00031"|"AT_87_B88_V_T"|"BM 47.218.88 V"|"BM 47.218.88 Verso"|"BM 47.218.88 Verso"|"TAD B3.11"|"ISF_TXT_00050"|||||||||||||"image"|"TAD B3.11; Kraeling 10"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.88"|||||||||||||||||||||||||"BM 47.218.88"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00032"|"AT_87_B89_R_T"|"BM 47.218.89 R"|"BM 47.218.89 Recto  "|"BM 47.218.89 Recto  "|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00033"|"AT_87_B89_R_I1"|"BM 47.218.89 IR 120"|"BM 47.218.89 Infrared test 120 "|"BM 47.218.89 Infrared test 120 "|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"120 (2 1/4  x 1 5/8 in)"|1|3|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00034"|"AT_87_B89_R_I2"|"BM 47.218.89 IR 4x5"|"BM 47.218.89 Infrared test 4 x 5"|"BM 47.218.89 Infrared test 4 x 5"|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"4 x 5 in"|1|3|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00035"|"AT_87_B89_RD1_T"|"BM 47.218.89 dt 1"|"BM 47.218.89 Detail 1"|"BM 47.218.89 Detail 1"|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00036"|"AT_87_B89_RD_I"|"BM 47.218.89 dt 1 IR"|"BM 47.218.89 Detail 1 infrared"|"BM 47.218.89 Detail infrared"|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"120 (2 1/4  x 1 5/8 in)"|3|3|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00037"|"AT_87_B89_RD2_T"|"BM 47.218.89 dt 2"|"BM 47.218.89 Detail 2"|"BM 47.218.89 Detail 2"|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00038"|"AT_87_B89_V_T"|"BM 47.218.89 V"|"BM 47.218.89 Verso"|"BM 47.218.89 Verso"|"TAD B3.3"|"ISF_TXT_00054"|||||||||||||"image"|"TAD B3.3; Kraeling 2"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.89"|||||||||||||||||||||||||"BM 47.218.89"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00039"|"AT_87_B90_R_T"|"BM 47.218.90 R"|"BM 47.218.90 Recto "|"BM 47.218.90 Recto "|"TAD B3.6"|"ISF_TXT_00057"|||||||||||||"image"|"TAD B3.6; Kraeling 5"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.90"|||||||||||||||||||||||||"BM 47.218.90"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00040"|"AT_87_B90_V_T"|"BM 47.218.90 V"|"BM 47.218.90 Verso"|"BM 47.218.90 Verso"|"TAD B3.6"|"ISF_TXT_00057"|||||||||||||"image"|"TAD B3.6; Kraeling 5"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.90"|||||||||||||||||||||||||"BM 47.218.90"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00041"|"AT_87_B91_R_T"|"BM 47.218.91 R"|"BM 47.218.91 Recto "|"BM 47.218.91 Recto "|"TAD B3.5"|"ISF_TXT_00056"|||||||||||||"image"|"TAD B3.5; Kraeling 4"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.91"|||||||||||||||||||||||||"BM 47.218.91"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00042"|"AT_87_B91_V_T"|"BM 47.218.91 V"|"BM 47.218.91 Verso"|"BM 47.218.91 Verso"|"TAD B3.5"|"ISF_TXT_00056"|||||||||||||"image"|"TAD B3.5; Kraeling 4"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.91"|||||||||||||||||||||||||"BM 47.218.91"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00043"|"AT_87_B92_R_T"|"BM 47.218.92 R"|"BM 47.218.92 Recto "|"BM 47.218.92 Recto "|"TAD B3.10"|"ISF_TXT_00049"|||||||||||||"image"|"TAD B3.10; Kraeling 9"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.92"|||||||||||||||||||||||||"BM 47.218.92"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00044"|"AT_87_B92_V_T"|"BM 47.218.92 V"|"BM 47.218.92 Verso"|"BM 47.218.92 Verso"|"TAD B3.10"|"ISF_TXT_00049"|||||||||||||"image"|"TAD B3.10; Kraeling 9"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.92"|||||||||||||||||||||||||"BM 47.218.92"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00045"|"AT_87_B93_R_T"|"BM 47.218.93 R"|"BM 47.218.93 Recto  "|"BM 47.218.93 Recto  "|"TAD B3.13"|"ISF_TXT_00052"|||||||||||||"image"|"TAD B3.13; Kraeling 11"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.93"|||||||||||||||||||||||||"BM 47.218.93"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00046"|"AT_87_B93_RTD_T"|"BM 47.218.93 Tp dt"|"BM 47.218.93 Top detail"|"BM 47.218.93 Top detail"|"TAD B3.13"|"ISF_TXT_00052"|||||||||||||"image"|"TAD B3.13; Kraeling 11"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.93"|||||||||||||||||||||||||"BM 47.218.93"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00047"|"AT_87_B93_RDN_T"|"BM 47.218.93 dt 1"|"BM 47.218.93 Detail narrow readings"|"BM 47.218.93 Detail narrow readings"|"TAD B3.13"|"ISF_TXT_00052"|||||||||||||"image"|"TAD B3.13; Kraeling 11"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.93"|||||||||||||||||||||||||"BM 47.218.93"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00048"|"AT_87_B93_RD_T"|"BM 47.218.93 dt 2"|"BM 47.218.93 Detail"|"BM 47.218.93 Detail"|"TAD B3.13"|"ISF_TXT_00052"|||||||||||||"image"|"TAD B3.13; Kraeling 11"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.93"|||||||||||||||||||||||||"BM 47.218.93"||||||"120 (2 1/4  x 1 5/8 in)"|3|1|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00049"|"AT_87_B93_V_T"|"BM 47.218.93 V"|"BM 47.218.93 Verso"|"BM 47.218.93 Verso"|"TAD B3.13"|"ISF_TXT_00052"|||||||||||||"image"|"TAD B3.13; Kraeling 11"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.93"|||||||||||||||||||||||||"BM 47.218.93"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00050"|"AT_87_B94_R_T"|"BM 47.218.94 R"|"BM 47.218.94 Recto"|"BM 47.218.94 Recto"|"TAD B3.12"|"ISF_TXT_00051"|||||||||||||"image"|"TAD B3.12; Kraeling 12"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.94"|||||||||||||||||||||||||"BM 47.218.94"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00051"|"AT_87_B94_V_T"|"BM 47.218.94 V"|"BM 47.218.94 Verso"|"BM 47.218.94 Verso"|"TAD B3.12"|"ISF_TXT_00051"|||||||||||||"image"|"TAD B3.12; Kraeling 12"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.94"|||||||||||||||||||||||||"BM 47.218.94"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00052"|"AT_87_B95_R_T"|"BM 47.218.95 R"|"BM 47.218.95 Recto  "|"BM 47.218.95 Recto  "|"TAD B3.4"|"ISF_TXT_00055"|||||||||||||"image"|"TAD B3.4; Kraeling 3"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.95"|||||||||||||||||||||||||"BM 47.218.95"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00053"|"AT_87_B95_RD_I"|"BM 47.218.95 dt IR"|"BM 47.218.95 Detail infrared"|"BM 47.218.95 Detail infrared"|"TAD B3.4"|"ISF_TXT_00055"|||||||||||||"image"|"TAD B3.4; Kraeling 3"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.95"|||||||||||||||||||||||||"BM 47.218.95"||||||"120 (2 1/4  x 1 5/8 in)"|3|3|01-11-2000|"image/tiff"||"2200 ppi"|".sid"|10:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00054"|"AT_87_B95_V_T"|"BM 47.218.95 V"|"BM 47.218.95 Verso"|"BM 47.218.95 Verso"|"TAD B3.4"|"ISF_TXT_00055"|||||||||||||"image"|"TAD B3.4; Kraeling 3"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.95"|||||||||||||||||||||||||"BM 47.218.95"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00055"|"AT_87_B96_R_T"|"BM 47.218.96 R"|"BM 47.218.96 Recto "|"BM 47.218.96 Recto "|"TAD B3.9"|"ISF_TXT_00060"|||||||||||||"image"|"TAD B3.9; Kraeling 8"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.96"|||||||||||||||||||||||||"BM 47.218.96"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
"ISF_DO_00056"|"AT_87_B96_V_T"|"BM 47.218.96 V"|"BM 47.218.96 Verso"|"BM 47.218.96 Verso"|"TAD B3.9"|"ISF_TXT_00060"|||||||||||||"image"|"TAD B3.9; Kraeling 8"|01-02-1987|"Zuckerman, Bruce"|"Zuckerman, Kenneth"||||"Brooklyn Museum, New York, USA"|||||"Brooklyn Museum 1987"|"BM 47.218.96"|||||||||||||||||||||||||"BM 47.218.96"||||||"4 x 5 in"|1|1|01-11-2000|"image/tiff"||"1000 ppi"|".sid"|18:01:00|"MrSID"|"Scanned Photograph"|"Scanmate 3000 Drum Scanner PMT"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Elephantine"|"Syro-Palestinian"|"Persian"|
