"ISF Assigned Text Number"|"Main Text or Publication Number"|"Main Text or Publication Number Prefix"|"Main Text or Publication Number Suffix"|"Alternate Text or Publication Number"|"Text Search and Display Type Code"|"Text Division"|"Text Division Description"|"Text Division Museum Number"|"Text Sub-Division "|"Text or Publication Number Note"|"Physical Object Description"|"Physical Object Note"|"Physical Object Note"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Museum Accession Number"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Text View"|"Is Part Of Corpus1"|"Is Part Of Corpus1 Category"|"Is Part Of Corpus1 Sub-Category"|"Is Part Of Corpus2"|"Is Part Of Corpus2 Category"|"Is Part Of Corpus2 Sub-Category"|"Is Part Of Corpus3"|"Is Part Of Corpus3 Category"|"Is Part Of Corpus3 Sub-Category"|"Is Version of"|"Is Part of"|"Text, Uninscribed Artifact, or Glyptic"|"Type of Item Cataloged"|"Medium"|"Text Descriptive Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Alternate Text Title"|"Text Description"|"Excavation Description"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Excavation Number"|"Geographical Coverage Note"|"Script Note"|"Script1"|"Script1 Sub-Level"|"Script2"|"Script2 Sub-Level"|"Script3"|"Script3 Sub-Level"|"Script4"|"Script4 Sub-Level"|"Language Note"|"Language"|"Language"|"Language"|"Language"|"Relevant Time Line"|"Named Time Period"|"Named Time Period"|"Date of Inscription Note"|"Ancient City or Location"|"Ancient Structure"|"ISF Find Site"|"Modern City or Location"|"Modern Country"|"Region"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Location of Original"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Rights Physical Object"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Keywords or Phrases"|"Index Map Filename"
"ISF_TXT_00124"|"TAD D2.20"|"TAD"|"D2.20"||4|||||"TAD D2.20"|"P13444B, frg. 96/75"|||"P13444B"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment of Document of Wifehood Conjugal Rights"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"End of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"wifehood"|"marriage"|"P13444B"|"Persian"||||||||||||||||
"ISF_TXT_00125"|"TAD D2.21"|"TAD"|"D2.21"||4|||||"TAD D2.21; Cowley 66/11,16; Sachau 72/11,16; Sachau Pl. 59/11,16; Ungnad 72"|"P13461C, frgs. 13445/11,16; 96/12"|||"P13461C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment of Warranty Clause"|"Fragments of legal and similar documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"End of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"warrenty"|"legal"|"P13461C"|"Persian"||||||||||||||||
"ISF_TXT_00126"|"TAD D2.22"|"TAD"|"D2.22"||4|||||"TAD D2.22; Cowley 66/8; Sachau 72/8; Sachau Pl. 59/8; Ungnad 72"|"P13444C, frg. 13445/8"|||"P13444C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"End of Four Witness Contract"|"Fragments of legal and similar documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"witness"|"legal"|"P13444C"|"Persian"||||||||||||||||
"ISF_TXT_00127"|"TAD D2.23"|"TAD"|"D2.23"||4|||||"TAD D2.23; Cowley 65/18; Sachau 71/18; Sachau Pl. 58/18; Ungnad 71"|"P13461C, frg. 13444/18"|||"P13461C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"End of Four Witness Contract"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Second Half of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"witness"|"legal"|"P13461C"|"Persian"||||||||||||||||
"ISF_TXT_00128"|"TAD D2.24"|"TAD"|"D2.24"||4|||||"TAD D2.24"|"P13444C, frg. 96/58"|||"P13444C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment of Warranty Clause"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Late 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"warrenty"|"P13444C"|"Persian"|||||||||||||||||
"ISF_TXT_00129"|"TAD D2.25"|"TAD"|"D2.25"||4|||||"TAD D2.25; Cowley 65/7-9,11,12; Sachau 71/7-9,11,12; Sachau Pl. 58/7-9,11,12; Ungnad 71"|"P13444A, frgs 13444/7-9,11-12; 96/5,59; P13461D, frg 96/77"|||"P13444A"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"End of Eight Witness Contract"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic, Demotic"|"Aramaic"||"Demotic"||||||"Aramaic, Egyptian"|"Aramaic"|"Egyptian"|||"Syro-Palestinian"|"Persian"||"Late 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"witness"|"legal"|"P13444A"|"Persian"||||||||||||||||
"ISF_TXT_00130"|"TAD D2.26"|"TAD"|"D2.26"||4|||||"TAD D2.26; Cowley 65/2; Sachau 71/2; Sachau Pl. 58/2; Ungnad 71"|"P13444C, frg. 13444/2"|||"P13444C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Endorsements"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragmentary Endorsement"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"First Half of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"endorsement"|"legal"|"P13444C"|"Persian"|||||||||||||||||
"ISF_TXT_00131"|"TAD D2.27"|"TAD"|"D2.27"||4|||||"TAD D2.27"|"P13444B, frg. 96/49"|||"P13444B"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Endorsements"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragmentary Endorsement"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"First Half of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"endorsement"|"P13444B"|"Persian"||||||||||||||||||
"ISF_TXT_00132"|"TAD D2.28"|"TAD"|"D2.28"||4|||||"TAD D2.28; Cowley 68/12 verso; Sachau 74/12; Sachau Pl. 61/12 verso; Ungnad 74"|"P13445A, frg. 13461/12v"|||"P13445A"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Endorsements"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragmentary Endorsement"|"Fragments of legal documents, letters and accounts"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Late 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"endorsement"|"legal"|"P13445A"|"Persian"|||||||||||||||||
"ISF_TXT_00133"|"TAD D2.3"|"TAD"|"D2.3"||4|||||"TAD D2.3; Cowley 67/4; Sachau 73/4; Sachau Pl. 60/4; Ungnad 73"|"P13448, frg 13448/4"|||"P13448"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. February 14-April 21, 473-465 BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"legal"|"P13448"|"Persian"|||||||||||||||||
"ISF_TXT_00134"|"TAD D2.4"|"TAD"|"D2.4"||4|||||"TAD D2.4; Cowley 65/5; Sachau 71/5; Sachau Pl. 58/5; Ungnad 71"|"P13448, frg 13444/5"|||"P13448"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. February 21-March 13, Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"legal"|"P13448"|"Persian"|||||||||||||||||
"ISF_TXT_00135"|"TAD D2.5"|"TAD"|"D2.5"||4|||||"TAD D2.5"|"P13444C, frg. 13445B/14"|||"P13444C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment of Document of Withdrawal"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"P13444C"|"Persian"||||||||||||||||||
"ISF_TXT_00136"|"TAD D2.6"|"TAD"|"D2.6"||4|||||"TAD D2.6; Cowley 67/1; Sachau 73/1; Sachau Pl. 60/1; Ungnad 73"|"P13444B, frg. 13448/1"|||"P13444B"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|"Fragments of legal documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. April 3-12-May 2-11, 446-413 BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"legal"|"P13444B"|"Persian"|||||||||||||||||
"ISF_TXT_00137"|"TAD D2.7"|"TAD"|"D2.7"||4|||||"TAD D2.7"|"P13444B, frgs. 96/51,53 (13?)"|||"P13444B"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. April 14-June 10, Second Half of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"P13444B"|"Persian"||||||||||||||||||
"ISF_TXT_00138"|"TAD D2.8"|"TAD"|"D2.8"||4|||||"TAD D2.8"|"P13444B, frg. 96/48"|||"P13444B"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Second Half of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"P13444B"|"Persian"||||||||||||||||||
"ISF_TXT_00139"|"TAD D2.9"|"TAD"|"D2.9"||4|||||"TAD D2.9; Cowley 68/2; Sachau 74/2; Sachau Pl. 61/2; Ungnad 74"|"P13444C, frgs. 13461/2, 96/94"|||"P13444C"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Contracts"|"Other Contracts"|||||||||"Text"|"Ancient Text"|"Papyrus"|"Beginning of Contract Fragment"|"Fragments of legal documents, letters and accounts"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Last Quarter of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Contracts"|"legal"|"P13444C"|"Persian"|||||||||||||||||
"ISF_TXT_00140"|"TAD D3.1"|"TAD"|"D3.1"||4|||||"TAD D3.1"|"P13461A, frg. 13445B/5"|||"P13461A"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Accounts"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Accounts Fragment "|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"Early 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Accounts"|"P13461A"|"Persian"||||||||||||||||||
"ISF_TXT_00141"|"TAD D3.10"|"TAD"|"D3.10"||4|||||"TAD D3.10"|"P23120"|||"P23120"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Fragments"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"P23120"|"Persian"|||||||||||||||||||
"ISF_TXT_00142"|"TAD D3.11"|"TAD"|"D3.11"||4|||||"TAD D3.11"|"P23125; "|||"P23125"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Fragments"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"P23125"|"Persian"|||||||||||||||||||
"ISF_TXT_00143"|"TAD D3.12"|"TAD"|"D3.12"||4|||||"TAD D3.12"|"P23117"|||"P23117"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Accounts"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Account Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Accounts"|"P23117"|"Persian"||||||||||||||||||
"ISF_TXT_00144"|"TAD D3.13"|"TAD"|"D3.13"||4|||||"TAD D3.13; Cowley 68/7; Sachau 74/7; Sachau Pl. 61/7; Ungnad 74"|"P13444D, frg. 13461/7"|||"P13444D"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Lists"||||||||||"Text"|"Ancient Text"|"Papyrus"|"List Fragment"|"Fragments of legal documents, letters and accounts"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"list"|"legal"|"P13444D"|"Persian"|||||||||||||||||
"ISF_TXT_00145"|"TAD D3.14"|"TAD"|"D3.14"||4|||||"TAD D3.14; Cowley 64//26; Sachau 70/26; Sachau Pl. 57/26; Ungnad 70B"|"P13461D, frg. 13445C/26"|||"P13461D"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Lists"||||||||||"Text"|"Ancient Text"|"Papyrus"|"Unclassified Fragment"|||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"unclassified"|"P13461D"|"Persian"||||||||||||||||||
"ISF_TXT_00146"|"TAD D3.15"|"TAD"|"D3.15"||4|||||"TAD D3.15; Cowley 66/10; Sachau 72/10; Sachau Pl. 59/10; Ungnad 72"|"P13444D, frg. 13445/10"|||"P13444D"|||||||||||||||||||||||||||||||||||"Aramaic Texts from Ancient Egypt"|"Lists"||||||||||"Text"|"Ancient Text"|"Papyrus"|"List Fragment"|"Fragments of legal and similar documents"||||||"Excavation of tell on island of Elephantine, beginning 20th c. by Berlin Museums and Paris Academie des Inscriptions et Belles Lettres"|||||||||||"Situated on island in the Nile River opposite modern Aswan"|"Aramaic"|"Aramaic"||||||||"Aramaic"|"Aramaic"||||"Syro-Palestinian"|"Persian"||"ca. Middle of 5th c. BCE"|"Jeb/Yeb/Yev, Elephantine"||"Elephantine"|"Jaziret Aswan"|"Egypt"|"Upper Egypt"|"Staatliche Museen, Berlin, Germany"||||||"Staatliche Museen, Berlin, Germany"|||||"Aramaic"|"Egypt"|"Elephantine"|"Papyrus"|"Jewish"|"Accounts"|"P13444D"|"Persian"||||||||||||||||||
