"ISFDIGITALOBJECTIDENTIFIER"|"PHOTOGRAPHIDENTIFICATIONNO"|"THUMBNAILHEADER"|"PHOTODESCRIPTIVETITLE"|"PHOTOGRAPHDESCRIPTION"|"ANCIENTTEXTREPRESENTED"|"ISFASSIGNEDTEXTNO"|"TEXTDIVISION"|"TEXTDIVISIONSUBDIVISION"|"TEXTVIEW"|"TEXTVIEW1"|"TEXTVIEW2"|"TEXTVIEW3"|"TEXTVIEW4"|"TEXTVIEW5"|"TEXTVIEW6"|"TEXTVIEW7"|"TEXTVIEW8"|"TEXTVIEW9"|"TYPEOFITEMCATELOGED"|"PHOTOTEXTORPUBLCNNONOTE"|"DATEOFPHOTOGRAPH"|"PHOTOGRAPHER1"|"PHOTOGRAPHER2"|"PHOTOGRAPHER3"|"PHOTOGRAPHER4"|"PHOTOGRAPHER5"|"RIGHTSPHYSICALOBJECT"|"RIGHTSPHYSICALOBJECT1"|"RIGHTSPHYSICALOBJECT2"|"RIGHTSPHYSICALOBJECT3"|"RIGHTSPHYSICALOBJECT4"|"ISPARTOFWSRPROJECT"|"PHOTOMUSEUMACCESSIONNO"|"PHOTOMUSEUMACCESSIONNO1"|"PHOTOMUSEUMACCESSIONNO2"|"PHOTOMUSEUMACCESSIONNO3"|"PHOTOMUSEUMACCESSIONNO4"|"PHOTOMUSEUMACCESSIONNO5"|"PHOTOMUSEUMACCESSIONNO6"|"PHOTOMUSEUMACCESSIONNO7"|"PHOTOMUSEUMACCESSIONNO8"|"PHOTOMUSEUMACCESSIONNO9"|"PHOTOMUSEUMACCESSIONNO10"|"PHOTOMUSEUMACCESSIONNO11"|"PHOTOMUSEUMACCESSIONNO12"|"PHOTOMUSEUMACCESSIONNO13"|"PHOTOMUSEUMACCESSIONNO14"|"PHOTOMUSEUMACCESSIONNO15"|"PHOTOMUSEUMACCESSIONNO16"|"PHOTOMUSEUMACCESSIONNO17"|"PHOTOMUSEUMACCESSIONNO18"|"PHOTOMUSEUMACCESSIONNO19"|"PHOTOMUSEUMACCESSIONNO20"|"PHOTOMUSEUMACCESSIONNO21"|"PHOTOMUSEUMACCESSIONNO22"|"PHOTOMUSEUMACCESSIONNO23"|"PHOTOMUSEUMACCESSIONNO24"|"PHOTOMUSEUMACCESSIONNONOTE"|"COLABORATOR1"|"COLABORATOR2"|"COLABORATOR3"|"COLABORATOR4"|"COLABORATOR5"|"PHOTODIMENSIONS"|"MAGNIFICATIONCODE"|"FILMTYPECODE"|"DATEOFDIGITALCONVERSION"|"DIGITALOBJECTFORMAT"|"ARCHIVALFILESIZE"|"ARCHIVALFILERESOLUTION"|"COMPRESSEDFORMATEXTENSION"|"COMPRESSIONRATIO"|"COMPRESSIONROUTINE"|"DIGITALOBJECTTYPENOTE"|"DIGITIZATIONEQUIPMENTSPECS"|"RIGHTSDIGITALOBJECT"|"RIGHSPHOTOGRAPH"|"SCRIPTNOTE"|"SCRIPT"|"SCRIPTSUBLEVEL"|"SCRIPT1"|"SCRIPT1SUBLEVEL"|"SCRIPT2"|"SCRIPT2SUBLEVEL"|"SCRIPT3"|"SCRIPT3SUBLEVEL"|"LANGUAGENOTE"|"LANGUAGE"|"LANGUAGE1"|"LANGUAGE2"|"LANGUAGE3"|"ISFFINDSITE"|"RELEVANTTIMELINE"|"NAMEDTIMEPERIOD"|"NAMEDTIMEPERIOD1"|"MEDIUM"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52229"|"BIB_LENCDX_F036B_T"|"F36b Exod 9:21b-10:7a"|"Folio 36b Exodus 9:21b-10:7a"|"Firk. B19A Leningrad Codex, Folio 36b Exodus 9:21b-10:7a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52230"|"BIB_LENCDX_F037A_T"|"F37a Exod 10:7b-10:29"|"Folio 37a Exodus 10:7b-10:29"|"Firk. B19A Leningrad Codex, Folio 37a Exodus 10:7b-10:29, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52231"|"BIB_LENCDX_F037B_T"|"F37b Exod 11:1-12:13a"|"Folio 37b Exodus 11:1-12:13a"|"Firk. B19A Leningrad Codex, Folio 37b Exodus 11:1-12:13a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52232"|"BIB_LENCDX_F038A_T"|"F38a Exod 12:13b-12:34a"|"Folio 38a Exodus 12:13b-12:34a"|"Firk. B19A Leningrad Codex, Folio 38a Exodus 12:13b-12:34a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52233"|"BIB_LENCDX_F038B_T"|"F38b Exod 12:34b-13:9a"|"Folio 38b Exodus 12:34b-13:9a"|"Firk. B19A Leningrad Codex, Folio 38b Exodus 12:34b-13:9a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52234"|"BIB_LENCDX_F039A_T"|"F39a Exod 13:9b-14:10a"|"Folio 39a Exodus 13:9b-14:10a"|"Firk. B19A Leningrad Codex, Folio 39a Exodus 13:9b-14:10a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52235"|"BIB_LENCDX_F039B_T"|"F39b Exod 14:10b-14:28a"|"Folio 39b Exodus 14:10b-14:28a"|"Firk. B19A Leningrad Codex, Folio 39b Exodus 14:10b-14:28a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52236"|"BIB_LENCDX_F040A_T"|"F40a Exod 14:28b-15:14a"|"Folio 40a Exodus 14:28b-15:14a"|"Firk. B19A Leningrad Codex, Folio 40a Exodus 14:28b-15:14a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52237"|"BIB_LENCDX_F040B_T"|"F40b Exod 15:14b-16:3a"|"Folio 40b Exodus 15:14b-16:3a"|"Firk. B19A Leningrad Codex, Folio 40b Exodus 15:14b-16:3a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52238"|"BIB_LENCDX_F041A_T"|"F41a Exod 16:3b-16:24a"|"Folio 41a Exodus 16:3b-16:24a"|"Firk. B19A Leningrad Codex, Folio 41a Exodus 16:3b-16:24a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52239"|"BIB_LENCDX_F041B_T"|"F41b Exod 16:24b-17:11a"|"Folio 41b Exodus 16:24b-17:11a"|"Firk. B19A Leningrad Codex, Folio 41b Exodus 16:24b-17:11a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52240"|"BIB_LENCDX_F042A_T"|"F42a Exod 17:11b-18:19a"|"Folio 42a Exodus 17:11b-18:19a"|"Firk. B19A Leningrad Codex, Folio 42a Exodus 17:11b-18:19a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52241"|"BIB_LENCDX_F042B_T"|"F42b Exod 18:19b-19:13a"|"Folio 42b Exodus 18:19b-19:13a"|"Firk. B19A Leningrad Codex, Folio 42b Exodus 18:19b-19:13a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52242"|"BIB_LENCDX_F043A_T"|"F43a Exod 19:13b-20:15a"|"Folio 43a Exodus 19:13b-20:15a"|"Firk. B19A Leningrad Codex, Folio 43a Exodus 19:13b-20:15a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52243"|"BIB_LENCDX_F043B_T"|"F43b Exod 20:15b-21:18a"|"Folio 43b Exodus 20:15b-21:18a"|"Firk. B19A Leningrad Codex, Folio 43b Exodus 20:15b-21:18a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52244"|"BIB_LENCDX_F044A_T"|"F44a Exod 21:18b-22:6a"|"Folio 44a Exodus 21:18b-22:6a"|"Firk. B19A Leningrad Codex, Folio 44a Exodus 21:18b-22:6a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52245"|"BIB_LENCDX_F044B_T"|"F44b Exod 22:6b-23:5a"|"Folio 44b Exodus 22:6b-23:5a"|"Firk. B19A Leningrad Codex, Folio 44b Exodus 22:6b-23:5a, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"ISF_DO_52246"|"BIB_LENCDX_F045A_T"|"F45a Exod 23:5b-23:30"|"Folio 45a Exodus 23:5b-23:30"|"Firk. B19A Leningrad Codex, Folio 45a Exodus 23:5b-23:30, color image"|"Firkovitch B19A"|"ISF_TXT_05008"|"Exodus"|""|""|""|""|""|""|""|""|""|""|""|"Images"|"Firkovitch B19A, Codex L"|"01-06-1990"|"Bruce Zuckerman"|"Kenneth Zuckerman"|""|""|""|"National Library of Russia, St. Petersburg, Russia"|""|""|""|""|"Leningrad Project"|"Firkovitch B19A"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Firkovitch B19A"|"Ancient Biblical Manuscript Center"|""|""|""|""|"4 in. x 5 in."|"1"|"1"|"01-04-2005"|"image/tiff"|""|"1270 ppi"|".sid"|"0.750694444444444"|"MrSID"|"Scanned Photograph"|"Creo EverSmart Supreme II"|"West Semitic Research, Rolling Hills Estates, California"|"West Semitic Research, Rolling Hills Estates, California"|"Jewish"|"Jewish"|""|""|""|""|""|""|""|"Hebrew"|"Hebrew"|""|""|""|"Unprovenanced"|"Syro-Palestinian"|"Early Islamic"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
